C,W,T,Registers,L1(Dcache),L2,Mapping,ALUs,occupancy_width,occupancy_depth,total_occupancy,greedy_thruput_desired_depth
16,16,4,256,64,1,TM,256,1.0,0.125,0.125,78.6525
16,32,4,512,64,1,TM,256,1.0,0.0625,0.0625,78.6525
2,2,4,4,16,2,TM,16,1.0,1.0,1.0,39.32625
2,2,8,8,16,2,TM,32,1.0,1.0,1.0,39.32625
2,4,4,8,16,2,TM,32,1.0,1.0,1.0,78.6525
2,4,8,16,16,2,TM,64,1.0,1.0,1.0,78.6525
2,8,4,16,16,2,TM,32,1.0,1.0,1.0,78.6525
2,8,8,32,16,2,TM,64,1.0,1.0,1.0,78.6525
2,16,4,32,16,2,TM,32,1.0,1.0,1.0,78.6525
2,16,8,64,16,2,TM,64,1.0,0.5,0.5,78.6525
2,32,4,64,16,2,TM,32,1.0,0.5,0.5,78.6525
2,32,8,128,16,2,TM,64,1.0,0.25,0.25,78.6525
4,2,4,8,16,2,TM,32,1.0,1.0,1.0,39.32625
4,2,8,16,16,2,TM,64,1.0,1.0,1.0,39.32625
4,4,4,16,16,2,TM,64,1.0,1.0,1.0,78.6525
4,4,8,32,16,2,TM,128,1.0,1.0,1.0,78.6525
4,8,4,32,16,2,TM,64,1.0,1.0,1.0,78.6525
4,8,8,64,16,2,TM,128,1.0,0.5,0.5,78.6525
4,16,4,64,16,2,TM,64,1.0,0.5,0.5,78.6525
4,16,8,128,16,2,TM,128,1.0,0.25,0.25,78.6525
4,32,4,128,16,2,TM,64,1.0,0.25,0.25,78.6525
4,32,8,256,16,2,TM,128,1.0,0.125,0.125,78.6525
8,2,4,16,32,2,TM,64,1.0,1.0,1.0,39.32625
8,2,8,32,32,2,TM,128,1.0,1.0,1.0,39.32625
8,4,4,32,32,2,TM,128,1.0,1.0,1.0,78.6525
8,4,8,64,32,2,TM,256,1.0,0.5,0.5,78.6525
8,8,4,64,32,2,TM,128,1.0,0.5,0.5,78.6525
8,8,8,128,32,2,TM,256,1.0,0.25,0.25,78.6525
8,16,4,128,32,2,TM,128,1.0,0.25,0.25,78.6525
8,16,8,256,32,2,TM,256,1.0,0.125,0.125,78.6525
8,32,4,256,32,2,TM,128,1.0,0.125,0.125,78.6525
8,32,8,512,32,2,TM,256,1.0,0.0625,0.0625,78.6525
16,2,4,32,64,2,TM,128,1.0,1.0,1.0,39.32625
16,2,8,64,64,2,TM,256,1.0,0.5,0.5,39.32625
16,4,4,64,64,2,TM,256,1.0,0.5,0.5,78.6525
16,8,4,128,64,2,TM,256,1.0,0.25,0.25,78.6525
16,16,4,256,64,2,TM,256,1.0,0.125,0.125,78.6525
16,32,4,512,64,2,TM,256,1.0,0.0625,0.0625,78.6525
2,2,4,4,16,0,CM,16,1.0,1.0,1.0,39.32625
2,2,8,8,16,0,CM,32,1.0,1.0,1.0,39.32625
2,4,4,8,16,0,CM,32,1.0,1.0,1.0,78.6525
2,4,8,16,16,0,CM,64,1.0,1.0,1.0,78.6525
2,8,4,16,16,0,CM,32,1.0,1.0,1.0,78.6525
2,8,8,32,16,0,CM,64,1.0,0.5,0.5,78.6525
2,16,4,32,16,0,CM,32,1.0,0.5,0.5,78.6525
2,16,8,64,16,0,CM,64,1.0,0.25,0.25,78.6525
2,32,4,64,16,0,CM,32,1.0,0.25,0.25,78.6525
2,32,8,128,16,0,CM,64,1.0,0.125,0.125,78.6525
4,2,4,8,16,0,CM,32,1.0,1.0,1.0,39.32625
4,2,8,16,16,0,CM,64,1.0,1.0,1.0,39.32625
4,4,4,16,16,0,CM,64,1.0,1.0,1.0,78.6525
4,4,8,32,16,0,CM,128,1.0,1.0,1.0,78.6525
4,8,4,32,16,0,CM,64,1.0,1.0,1.0,78.6525
4,8,8,64,16,0,CM,128,1.0,0.5,0.5,78.6525
4,16,4,64,16,0,CM,64,1.0,0.5,0.5,78.6525
4,16,8,128,16,0,CM,128,1.0,0.25,0.25,78.6525
4,32,4,128,16,0,CM,64,1.0,0.25,0.25,78.6525
4,32,8,256,16,0,CM,128,1.0,0.125,0.125,78.6525
8,2,4,16,32,0,CM,64,1.0,1.0,1.0,39.32625
8,2,8,32,32,0,CM,128,1.0,1.0,1.0,39.32625
8,4,4,32,32,0,CM,128,1.0,1.0,1.0,78.6525
8,4,8,64,32,0,CM,256,1.0,1.0,1.0,78.6525
8,8,4,64,32,0,CM,128,1.0,1.0,1.0,78.6525
8,8,8,128,32,0,CM,256,1.0,0.5,0.5,78.6525
8,16,4,128,32,0,CM,128,1.0,0.5,0.5,78.6525
8,16,8,256,32,0,CM,256,1.0,0.25,0.25,78.6525
8,32,4,256,32,0,CM,128,1.0,0.25,0.25,78.6525
8,32,8,512,32,0,CM,256,1.0,0.125,0.125,78.6525
16,2,4,32,64,0,CM,128,1.0,1.0,1.0,39.32625
16,2,8,64,64,0,CM,256,1.0,1.0,1.0,39.32625
16,4,4,64,64,0,CM,256,1.0,1.0,1.0,78.6525
16,8,4,128,64,0,CM,256,1.0,1.0,1.0,78.6525
16,16,4,256,64,0,CM,256,1.0,0.5,0.5,78.6525
16,32,4,512,64,0,CM,256,1.0,0.25,0.25,78.6525
2,2,4,4,16,1,CM,16,1.0,1.0,1.0,39.32625
2,2,8,8,16,1,CM,32,1.0,1.0,1.0,39.32625
2,4,4,8,16,1,CM,32,1.0,1.0,1.0,78.6525
2,4,8,16,16,1,CM,64,1.0,1.0,1.0,78.6525
2,8,4,16,16,1,CM,32,1.0,1.0,1.0,78.6525
2,8,8,32,16,1,CM,64,1.0,0.5,0.5,78.6525
2,16,4,32,16,1,CM,32,1.0,0.5,0.5,78.6525
2,16,8,64,16,1,CM,64,1.0,0.25,0.25,78.6525
2,32,4,64,16,1,CM,32,1.0,0.25,0.25,78.6525
2,32,8,128,16,1,CM,64,1.0,0.125,0.125,78.6525
4,2,4,8,16,1,CM,32,1.0,1.0,1.0,39.32625
4,2,8,16,16,1,CM,64,1.0,1.0,1.0,39.32625
4,4,4,16,16,1,CM,64,1.0,1.0,1.0,78.6525
4,4,8,32,16,1,CM,128,1.0,1.0,1.0,78.6525
4,8,4,32,16,1,CM,64,1.0,1.0,1.0,78.6525
4,8,8,64,16,1,CM,128,1.0,0.5,0.5,78.6525
4,16,4,64,16,1,CM,64,1.0,0.5,0.5,78.6525
4,16,8,128,16,1,CM,128,1.0,0.25,0.25,78.6525
4,32,4,128,16,1,CM,64,1.0,0.25,0.25,78.6525
4,32,8,256,16,1,CM,128,1.0,0.125,0.125,78.6525
8,2,4,16,32,1,CM,64,1.0,1.0,1.0,39.32625
8,2,8,32,32,1,CM,128,1.0,1.0,1.0,39.32625
8,4,4,32,32,1,CM,128,1.0,1.0,1.0,78.6525
8,4,8,64,32,1,CM,256,1.0,1.0,1.0,78.6525
8,8,4,64,32,1,CM,128,1.0,1.0,1.0,78.6525
8,8,8,128,32,1,CM,256,1.0,0.5,0.5,78.6525
8,16,4,128,32,1,CM,128,1.0,0.5,0.5,78.6525
8,16,8,256,32,1,CM,256,1.0,0.25,0.25,78.6525
8,32,4,256,32,1,CM,128,1.0,0.25,0.25,78.6525
8,32,8,512,32,1,CM,256,1.0,0.125,0.125,78.6525
16,2,4,32,64,1,CM,128,1.0,1.0,1.0,39.32625
16,2,8,64,64,1,CM,256,1.0,1.0,1.0,39.32625
16,4,4,64,64,1,CM,256,1.0,1.0,1.0,78.6525
16,8,4,128,64,1,CM,256,1.0,1.0,1.0,78.6525
16,16,4,256,64,1,CM,256,1.0,0.5,0.5,78.6525
16,32,4,512,64,1,CM,256,1.0,0.25,0.25,78.6525
2,2,4,4,16,2,CM,16,1.0,1.0,1.0,39.32625
2,2,8,8,16,2,CM,32,1.0,1.0,1.0,39.32625
2,4,4,8,16,2,CM,32,1.0,1.0,1.0,78.6525
2,4,8,16,16,2,CM,64,1.0,1.0,1.0,78.6525
2,8,4,16,16,2,CM,32,1.0,1.0,1.0,78.6525
2,8,8,32,16,2,CM,64,1.0,0.5,0.5,78.6525
2,16,4,32,16,2,CM,32,1.0,0.5,0.5,78.6525
2,16,8,64,16,2,CM,64,1.0,0.25,0.25,78.6525
2,32,4,64,16,2,CM,32,1.0,0.25,0.25,78.6525
2,32,8,128,16,2,CM,64,1.0,0.125,0.125,78.6525
4,2,4,8,16,2,CM,32,1.0,1.0,1.0,39.32625
4,2,8,16,16,2,CM,64,1.0,1.0,1.0,39.32625
4,4,4,16,16,2,CM,64,1.0,1.0,1.0,78.6525
4,4,8,32,16,2,CM,128,1.0,1.0,1.0,78.6525
4,8,4,32,16,2,CM,64,1.0,1.0,1.0,78.6525
4,8,8,64,16,2,CM,128,1.0,0.5,0.5,78.6525
4,16,4,64,16,2,CM,64,1.0,0.5,0.5,78.6525
4,16,8,128,16,2,CM,128,1.0,0.25,0.25,78.6525
4,32,4,128,16,2,CM,64,1.0,0.25,0.25,78.6525
4,32,8,256,16,2,CM,128,1.0,0.125,0.125,78.6525
8,2,4,16,32,2,CM,64,1.0,1.0,1.0,39.32625
8,2,8,32,32,2,CM,128,1.0,1.0,1.0,39.32625
8,4,4,32,32,2,CM,128,1.0,1.0,1.0,78.6525
8,4,8,64,32,2,CM,256,1.0,1.0,1.0,78.6525
8,8,4,64,32,2,CM,128,1.0,1.0,1.0,78.6525
8,8,8,128,32,2,CM,256,1.0,0.5,0.5,78.6525
8,16,4,128,32,2,CM,128,1.0,0.5,0.5,78.6525
8,16,8,256,32,2,CM,256,1.0,0.25,0.25,78.6525
8,32,4,256,32,2,CM,128,1.0,0.25,0.25,78.6525
8,32,8,512,32,2,CM,256,1.0,0.125,0.125,78.6525
16,2,4,32,64,2,CM,128,1.0,1.0,1.0,39.32625
16,2,8,64,64,2,CM,256,1.0,1.0,1.0,39.32625
16,4,4,64,64,2,CM,256,1.0,1.0,1.0,78.6525
16,8,4,128,64,2,CM,256,1.0,1.0,1.0,78.6525
16,16,4,256,64,2,CM,256,1.0,0.5,0.5,78.6525
16,32,4,512,64,2,CM,256,1.0,0.25,0.25,78.6525
